"lo" "la" "chl"
"1" 58 43 NA
"2" 58.0879120879121 43 NA
"3" 58.1758241758242 43 NA
"4" 58.2637362637363 43 NA
"5" 58.3516483516484 43 NA
"6" 58.4395604395604 43 NA
"7" 58.5274725274725 43 NA
"8" 58.6153846153846 43 NA
"9" 58.7032967032967 43 NA
"10" 58.7912087912088 43 NA
"11" 58.8791208791209 43 NA
"12" 58.967032967033 43 NA
"13" 59.054945054945 43 NA
"14" 59.1428571428571 43 NA
"15" 59.2307692307692 43 NA
"16" 59.3186813186813 43 NA
"17" 59.4065934065934 43 NA
"18" 59.4945054945055 43 NA
"19" 59.5824175824176 43 NA
"20" 59.6703296703297 43 NA
"21" 59.7582417582418 43 NA
"22" 59.8461538461538 43 NA
"23" 59.9340659340659 43 NA
"24" 60.021978021978 43 NA
"25" 60.1098901098901 43 NA
"26" 60.1978021978022 43 NA
"27" 60.2857142857143 43 NA
"28" 60.3736263736264 43 NA
"29" 60.4615384615385 43 NA
"30" 60.5494505494505 43 NA
"31" 60.6373626373626 43 NA
"32" 60.7252747252747 43 NA
"33" 60.8131868131868 43 NA
"34" 60.9010989010989 43 NA
"35" 60.989010989011 43 NA
"36" 61.0769230769231 43 NA
"37" 61.1648351648352 43 NA
"38" 61.2527472527473 43 NA
"39" 61.3406593406593 43 NA
"40" 61.4285714285714 43 NA
"41" 61.5164835164835 43 NA
"42" 61.6043956043956 43 NA
"43" 61.6923076923077 43 NA
"44" 61.7802197802198 43 NA
"45" 61.8681318681319 43 NA
"46" 61.956043956044 43 NA
"47" 58 43.0879120879121 NA
"48" 58.0879120879121 43.0879120879121 NA
"49" 58.1758241758242 43.0879120879121 NA
"50" 58.2637362637363 43.0879120879121 NA
"51" 58.3516483516484 43.0879120879121 NA
"52" 58.4395604395604 43.0879120879121 NA
"53" 58.5274725274725 43.0879120879121 NA
"54" 58.6153846153846 43.0879120879121 NA
"55" 58.7032967032967 43.0879120879121 NA
"56" 58.7912087912088 43.0879120879121 NA
"57" 58.8791208791209 43.0879120879121 NA
"58" 58.967032967033 43.0879120879121 NA
"59" 59.054945054945 43.0879120879121 NA
"60" 59.1428571428571 43.0879120879121 NA
"61" 59.2307692307692 43.0879120879121 NA
"62" 59.3186813186813 43.0879120879121 NA
"63" 59.4065934065934 43.0879120879121 NA
"64" 59.4945054945055 43.0879120879121 NA
"65" 59.5824175824176 43.0879120879121 NA
"66" 59.6703296703297 43.0879120879121 NA
"67" 59.7582417582418 43.0879120879121 NA
"68" 59.8461538461538 43.0879120879121 NA
"69" 59.9340659340659 43.0879120879121 NA
"70" 60.021978021978 43.0879120879121 NA
"71" 60.1098901098901 43.0879120879121 NA
"72" 60.1978021978022 43.0879120879121 NA
"73" 60.2857142857143 43.0879120879121 NA
"74" 60.3736263736264 43.0879120879121 NA
"75" 60.4615384615385 43.0879120879121 NA
"76" 60.5494505494505 43.0879120879121 NA
"77" 60.6373626373626 43.0879120879121 NA
"78" 60.7252747252747 43.0879120879121 NA
"79" 60.8131868131868 43.0879120879121 NA
"80" 60.9010989010989 43.0879120879121 NA
"81" 60.989010989011 43.0879120879121 NA
"82" 61.0769230769231 43.0879120879121 NA
"83" 61.1648351648352 43.0879120879121 NA
"84" 61.2527472527473 43.0879120879121 NA
"85" 61.3406593406593 43.0879120879121 NA
"86" 61.4285714285714 43.0879120879121 NA
"87" 61.5164835164835 43.0879120879121 NA
"88" 61.6043956043956 43.0879120879121 NA
"89" 61.6923076923077 43.0879120879121 NA
"90" 61.7802197802198 43.0879120879121 NA
"91" 61.8681318681319 43.0879120879121 NA
"92" 61.956043956044 43.0879120879121 NA
"93" 58 43.1758241758242 NA
"94" 58.0879120879121 43.1758241758242 NA
"95" 58.1758241758242 43.1758241758242 NA
"96" 58.2637362637363 43.1758241758242 NA
"97" 58.3516483516484 43.1758241758242 NA
"98" 58.4395604395604 43.1758241758242 NA
"99" 58.5274725274725 43.1758241758242 NA
"100" 58.6153846153846 43.1758241758242 NA
"101" 58.7032967032967 43.1758241758242 NA
"102" 58.7912087912088 43.1758241758242 NA
"103" 58.8791208791209 43.1758241758242 NA
"104" 58.967032967033 43.1758241758242 NA
"105" 59.054945054945 43.1758241758242 NA
"106" 59.1428571428571 43.1758241758242 NA
